Region,Festival,Tradition,Song Name,Author,URL
East India,Durga Puja,Classical,Ganga Aarti,Vidushi Subbulakshmi,https://example.com/music/ganga-aarti-by-vidushi-subbulakshmi
East India,Chhath Puja,Tribal,Ram Sangeet,M.S. Subbulakshmi,https://example.com/music/ram-sangeet-by-m.s.-subbulakshmi
South India,Onam,Devotional,Swar Aarti,Ustad Dey,https://example.com/music/swar-aarti-by-ustad-dey
West India,Ganesh Chaturthi,Folk,Shri Dhun,Ravi Amonkar,https://example.com/music/shri-dhun-by-ravi-amonkar
East India,Bihu,Classical,Krishna Vandana,Shubha Sharma,https://example.com/music/krishna-vandana-by-shubha-sharma
East India,Durga Puja,Classical,Ram Tarana,Hari Subbulakshmi,https://example.com/music/ram-tarana-by-hari-subbulakshmi
West India,Ganesh Chaturthi,Classical,Prema Aarti,Begum Bhosle,https://example.com/music/prema-aarti-by-begum-bhosle
West India,Diwali,Devotional,Maha Leela,Mallikarjun Gundecha,https://example.com/music/maha-leela-by-mallikarjun-gundecha
East India,Bihu,Tribal,Swar Sangeet,Shubha Dey,https://example.com/music/swar-sangeet-by-shubha-dey
South India,Onam,Devotional,Devi Stuti,Vidushi Bhosle,https://example.com/music/devi-stuti-by-vidushi-bhosle
North India,Diwali,Folk,Raga Katha,Ustad Amonkar,https://example.com/music/raga-katha-by-ustad-amonkar
North India,Lohri,Folk,Taal Katha,Pt. Shankar,https://example.com/music/taal-katha-by-pt.-shankar
South India,Diwali,Folk,Guru Bhajan,Kishori Shankar,https://example.com/music/guru-bhajan-by-kishori-shankar
West India,Navratri,Classical,Prema Geet,Pandit Mansur,https://example.com/music/prema-geet-by-pandit-mansur
South India,Onam,Devotional,Anand Malhar,Mallikarjun Kulkarni,https://example.com/music/anand-malhar-by-mallikarjun-kulkarni
South India,Onam,Classical,Ram Malhar,Mallikarjun Khan,https://example.com/music/ram-malhar-by-mallikarjun-khan
North India,Diwali,Bhajan,Om Stuti,Kumar Shankar,https://example.com/music/om-stuti-by-kumar-shankar
East India,Durga Puja,Classical,Bhakti Bhajan,M.S. Subbulakshmi,https://example.com/music/bhakti-bhajan-by-m.s.-subbulakshmi
North India,Lohri,Bhajan,Raga Tarana,Kishori Joshi,https://example.com/music/raga-tarana-by-kishori-joshi
West India,Ganesh Chaturthi,Classical,Krishna Sangeet,M.S. Mangeshkar,https://example.com/music/krishna-sangeet-by-m.s.-mangeshkar
North India,Baisakhi,Classical,Shri Leela,Pandit Khan,https://example.com/music/shri-leela-by-pandit-khan
North India,Diwali,Classical,Ganga Aarti,Kishori Kulkarni,https://example.com/music/ganga-aarti-by-kishori-kulkarni
East India,Chhath Puja,Classical,Raga Kirtan,Vidushi Bhosle,https://example.com/music/raga-kirtan-by-vidushi-bhosle
West India,Ganesh Chaturthi,Folk,Jai Aarti,Kishori Shankar,https://example.com/music/jai-aarti-by-kishori-shankar
North India,Diwali,Bhajan,Anand Tarana,M.S. Amonkar,https://example.com/music/anand-tarana-by-m.s.-amonkar
East India,Bihu,Folk,Swar Katha,Ustad Mansur,https://example.com/music/swar-katha-by-ustad-mansur
West India,Diwali,Devotional,Raga Katha,Kumar Kulkarni,https://example.com/music/raga-katha-by-kumar-kulkarni
North India,Holi,Folk,Maha Kirtan,Pandit Joshi,https://example.com/music/maha-kirtan-by-pandit-joshi
West India,Diwali,Devotional,Jai Leela,Ustad Mansur,https://example.com/music/jai-leela-by-ustad-mansur
North India,Baisakhi,Semi-Classical,Jai Dhwani,Kishori Bhosle,https://example.com/music/jai-dhwani-by-kishori-bhosle
South India,Diwali,Classical,Raga Leela,Ustad Gundecha,https://example.com/music/raga-leela-by-ustad-gundecha
North India,Baisakhi,Folk,Prema Stuti,Hari Subbulakshmi,https://example.com/music/prema-stuti-by-hari-subbulakshmi
South India,Diwali,Folk,Taal Stuti,Pandit Dey,https://example.com/music/taal-stuti-by-pandit-dey
East India,Bihu,Folk,Shri Leela,Pt. Gundecha,https://example.com/music/shri-leela-by-pt.-gundecha
West India,Ganesh Chaturthi,Devotional,Maha Sangeet,Kumar Kulkarni,https://example.com/music/maha-sangeet-by-kumar-kulkarni
East India,Bihu,Classical,Bhakti Dhun,Hari Bhosle,https://example.com/music/bhakti-dhun-by-hari-bhosle
West India,Navratri,Folk,Prema Dhun,Ustad Khan,https://example.com/music/prema-dhun-by-ustad-khan
North India,Holi,Classical,Krishna Stuti,Hari Joshi,https://example.com/music/krishna-stuti-by-hari-joshi
North India,Baisakhi,Bhajan,Maha Vandana,Bhimsen Bhosle,https://example.com/music/maha-vandana-by-bhimsen-bhosle
East India,Bihu,Classical,Shiv Leela,Ustad Shankar,https://example.com/music/shiv-leela-by-ustad-shankar
West India,Navratri,Devotional,Prema Katha,Bhimsen Joshi,https://example.com/music/prema-katha-by-bhimsen-joshi
East India,Chhath Puja,Classical,Ganga Malhar,Hari Amonkar,https://example.com/music/ganga-malhar-by-hari-amonkar
West India,Diwali,Devotional,Guru Geet,Mallikarjun Amonkar,https://example.com/music/guru-geet-by-mallikarjun-amonkar
South India,Pongal,Devotional,Raga Tarana,M.S. Bhosle,https://example.com/music/raga-tarana-by-m.s.-bhosle
East India,Durga Puja,Folk,Prema Leela,Mallikarjun Sharma,https://example.com/music/prema-leela-by-mallikarjun-sharma
South India,Onam,Classical,Ram Bhajan,Hari Sharma,https://example.com/music/ram-bhajan-by-hari-sharma
East India,Durga Puja,Tribal,Shri Geet,Shubha Subbulakshmi,https://example.com/music/shri-geet-by-shubha-subbulakshmi
North India,Lohri,Folk,Swar Dhwani,Pt. Gundecha,https://example.com/music/swar-dhwani-by-pt.-gundecha
South India,Diwali,Devotional,Jai Dhun,Hari Kulkarni,https://example.com/music/jai-dhun-by-hari-kulkarni
North India,Diwali,Semi-Classical,Swar Dhun,Mallikarjun Mansur,https://example.com/music/swar-dhun-by-mallikarjun-mansur
West India,Navratri,Folk,Devi Bhajan,Shubha Khan,https://example.com/music/devi-bhajan-by-shubha-khan
North India,Baisakhi,Classical,Om Dhun,M.S. Kulkarni,https://example.com/music/om-dhun-by-m.s.-kulkarni
East India,Durga Puja,Classical,Ram Rasa,M.S. Bhosle,https://example.com/music/ram-rasa-by-m.s.-bhosle
South India,Onam,Devotional,Shri Stuti,Kumar Dey,https://example.com/music/shri-stuti-by-kumar-dey
West India,Ganesh Chaturthi,Devotional,Om Katha,Hari Bhosle,https://example.com/music/om-katha-by-hari-bhosle
North India,Diwali,Classical,Devi Katha,Vidushi Amonkar,https://example.com/music/devi-katha-by-vidushi-amonkar
North India,Holi,Semi-Classical,Jai Tarana,M.S. Mangeshkar,https://example.com/music/jai-tarana-by-m.s.-mangeshkar
North India,Holi,Bhajan,Prema Katha,Kumar Sharma,https://example.com/music/prema-katha-by-kumar-sharma
South India,Pongal,Folk,Bhakti Geet,Pt. Joshi,https://example.com/music/bhakti-geet-by-pt.-joshi
West India,Ganesh Chaturthi,Folk,Om Sangeet,Begum Khan,https://example.com/music/om-sangeet-by-begum-khan
West India,Diwali,Classical,Ganga Malhar,Kishori Kulkarni,https://example.com/music/ganga-malhar-by-kishori-kulkarni
North India,Holi,Bhajan,Swar Sangeet,Pt. Bhosle,https://example.com/music/swar-sangeet-by-pt.-bhosle
South India,Pongal,Classical,Guru Bhajan,Begum Gundecha,https://example.com/music/guru-bhajan-by-begum-gundecha
South India,Onam,Classical,Raga Aarti,Hari Mansur,https://example.com/music/raga-aarti-by-hari-mansur
North India,Diwali,Bhajan,Shri Stuti,Ravi Joshi,https://example.com/music/shri-stuti-by-ravi-joshi
South India,Pongal,Classical,Ganga Dhun,Hari Gundecha,https://example.com/music/ganga-dhun-by-hari-gundecha
East India,Bihu,Classical,Guru Sangeet,Begum Dey,https://example.com/music/guru-sangeet-by-begum-dey
East India,Chhath Puja,Classical,Bhakti Aarti,Pt. Mangeshkar,https://example.com/music/bhakti-aarti-by-pt.-mangeshkar
North India,Holi,Semi-Classical,Anand Aarti,Pt. Dey,https://example.com/music/anand-aarti-by-pt.-dey
North India,Diwali,Folk,Devi Kirtan,Kumar Gundecha,https://example.com/music/devi-kirtan-by-kumar-gundecha
North India,Diwali,Folk,Maha Leela,Begum Mangeshkar,https://example.com/music/maha-leela-by-begum-mangeshkar
North India,Holi,Folk,Om Dhun,Ravi Khan,https://example.com/music/om-dhun-by-ravi-khan
North India,Diwali,Classical,Devi Malhar,Kishori Shankar,https://example.com/music/devi-malhar-by-kishori-shankar
South India,Pongal,Folk,Ganga Sangeet,Shubha Bhosle,https://example.com/music/ganga-sangeet-by-shubha-bhosle
West India,Diwali,Folk,Swar Geet,Ustad Mansur,https://example.com/music/swar-geet-by-ustad-mansur
West India,Ganesh Chaturthi,Devotional,Ganga Bhajan,Begum Dey,https://example.com/music/ganga-bhajan-by-begum-dey
East India,Chhath Puja,Tribal,Ganga Leela,Hari Bhosle,https://example.com/music/ganga-leela-by-hari-bhosle
East India,Durga Puja,Tribal,Bhakti Kirtan,Pandit Gundecha,https://example.com/music/bhakti-kirtan-by-pandit-gundecha
South India,Diwali,Devotional,Jai Bhajan,Pt. Khan,https://example.com/music/jai-bhajan-by-pt.-khan
North India,Holi,Classical,Om Vandana,Mallikarjun Sharma,https://example.com/music/om-vandana-by-mallikarjun-sharma
North India,Lohri,Semi-Classical,Guru Vandana,Kishori Subbulakshmi,https://example.com/music/guru-vandana-by-kishori-subbulakshmi
South India,Onam,Classical,Anand Tarana,Hari Subbulakshmi,https://example.com/music/anand-tarana-by-hari-subbulakshmi
North India,Holi,Classical,Guru Bhajan,Begum Gundecha,https://example.com/music/guru-bhajan-by-begum-gundecha
West India,Navratri,Folk,Krishna Geet,M.S. Sharma,https://example.com/music/krishna-geet-by-m.s.-sharma
South India,Pongal,Classical,Krishna Tarana,Ravi Amonkar,https://example.com/music/krishna-tarana-by-ravi-amonkar
North India,Holi,Folk,Om Malhar,Vidushi Kulkarni,https://example.com/music/om-malhar-by-vidushi-kulkarni
South India,Pongal,Devotional,Om Tarana,Vidushi Sharma,https://example.com/music/om-tarana-by-vidushi-sharma
West India,Navratri,Devotional,Shiv Leela,Ravi Amonkar,https://example.com/music/shiv-leela-by-ravi-amonkar
South India,Pongal,Folk,Shiv Dhun,Pandit Mangeshkar,https://example.com/music/shiv-dhun-by-pandit-mangeshkar
South India,Pongal,Devotional,Shri Katha,Bhimsen Subbulakshmi,https://example.com/music/shri-katha-by-bhimsen-subbulakshmi
North India,Baisakhi,Folk,Ram Katha,Pandit Bhosle,https://example.com/music/ram-katha-by-pandit-bhosle
West India,Ganesh Chaturthi,Devotional,Jai Leela,Begum Bhosle,https://example.com/music/jai-leela-by-begum-bhosle
South India,Pongal,Devotional,Swar Stuti,Bhimsen Amonkar,https://example.com/music/swar-stuti-by-bhimsen-amonkar
South India,Pongal,Classical,Bhakti Dhun,Bhimsen Shankar,https://example.com/music/bhakti-dhun-by-bhimsen-shankar
South India,Pongal,Folk,Anand Kirtan,Shubha Kulkarni,https://example.com/music/anand-kirtan-by-shubha-kulkarni
North India,Baisakhi,Classical,Prema Rasa,M.S. Sharma,https://example.com/music/prema-rasa-by-m.s.-sharma
South India,Pongal,Devotional,Jai Tarana,Pandit Joshi,https://example.com/music/jai-tarana-by-pandit-joshi
East India,Durga Puja,Folk,Devi Tarana,Pandit Dey,https://example.com/music/devi-tarana-by-pandit-dey
West India,Ganesh Chaturthi,Classical,Anand Aarti,M.S. Kulkarni,https://example.com/music/anand-aarti-by-m.s.-kulkarni
South India,Pongal,Folk,Krishna Rasa,Bhimsen Gundecha,https://example.com/music/krishna-rasa-by-bhimsen-gundecha
West India,Navratri,Folk,Ram Malhar,Vidushi Mansur,https://example.com/music/ram-malhar-by-vidushi-mansur
North India,Holi,Bhajan,Shri Leela,Begum Gundecha,https://example.com/music/shri-leela-by-begum-gundecha
East India,Chhath Puja,Classical,Guru Dhwani,Pt. Subbulakshmi,https://example.com/music/guru-dhwani-by-pt.-subbulakshmi
North India,Baisakhi,Semi-Classical,Om Geet,Pt. Dey,https://example.com/music/om-geet-by-pt.-dey
North India,Baisakhi,Folk,Bhakti Dhwani,Ravi Sharma,https://example.com/music/bhakti-dhwani-by-ravi-sharma
West India,Diwali,Devotional,Bhakti Kirtan,Pandit Subbulakshmi,https://example.com/music/bhakti-kirtan-by-pandit-subbulakshmi
West India,Ganesh Chaturthi,Devotional,Om Kirtan,Kishori Khan,https://example.com/music/om-kirtan-by-kishori-khan
North India,Baisakhi,Folk,Ganga Dhwani,M.S. Mangeshkar,https://example.com/music/ganga-dhwani-by-m.s.-mangeshkar
South India,Pongal,Classical,Shri Vandana,Pandit Amonkar,https://example.com/music/shri-vandana-by-pandit-amonkar
West India,Navratri,Folk,Jai Rasa,Ustad Shankar,https://example.com/music/jai-rasa-by-ustad-shankar
East India,Durga Puja,Classical,Guru Bhajan,Pandit Gundecha,https://example.com/music/guru-bhajan-by-pandit-gundecha
East India,Bihu,Classical,Guru Leela,Pt. Sharma,https://example.com/music/guru-leela-by-pt.-sharma
South India,Pongal,Folk,Anand Tarana,Kumar Dey,https://example.com/music/anand-tarana-by-kumar-dey
North India,Diwali,Classical,Krishna Aarti,Mallikarjun Gundecha,https://example.com/music/krishna-aarti-by-mallikarjun-gundecha
South India,Onam,Folk,Guru Malhar,Ravi Kulkarni,https://example.com/music/guru-malhar-by-ravi-kulkarni
East India,Chhath Puja,Folk,Anand Geet,M.S. Mansur,https://example.com/music/anand-geet-by-m.s.-mansur
West India,Ganesh Chaturthi,Folk,Anand Dhun,Vidushi Shankar,https://example.com/music/anand-dhun-by-vidushi-shankar
South India,Diwali,Classical,Shri Geet,Begum Joshi,https://example.com/music/shri-geet-by-begum-joshi
South India,Pongal,Classical,Devi Kirtan,Bhimsen Bhosle,https://example.com/music/devi-kirtan-by-bhimsen-bhosle
West India,Navratri,Folk,Shri Rasa,Mallikarjun Kulkarni,https://example.com/music/shri-rasa-by-mallikarjun-kulkarni
South India,Pongal,Classical,Bhakti Dhwani,M.S. Mansur,https://example.com/music/bhakti-dhwani-by-m.s.-mansur
West India,Navratri,Folk,Shri Stuti,Ravi Shankar,https://example.com/music/shri-stuti-by-ravi-shankar
North India,Holi,Semi-Classical,Maha Malhar,Mallikarjun Shankar,https://example.com/music/maha-malhar-by-mallikarjun-shankar
South India,Onam,Devotional,Maha Malhar,Shubha Kulkarni,https://example.com/music/maha-malhar-by-shubha-kulkarni
North India,Baisakhi,Classical,Maha Malhar,Vidushi Joshi,https://example.com/music/maha-malhar-by-vidushi-joshi
South India,Pongal,Classical,Ganga Tarana,Ravi Mansur,https://example.com/music/ganga-tarana-by-ravi-mansur
East India,Chhath Puja,Classical,Maha Aarti,Vidushi Joshi,https://example.com/music/maha-aarti-by-vidushi-joshi
East India,Bihu,Folk,Prema Geet,Kumar Sharma,https://example.com/music/prema-geet-by-kumar-sharma
North India,Baisakhi,Bhajan,Anand Dhun,Vidushi Joshi,https://example.com/music/anand-dhun-by-vidushi-joshi
East India,Durga Puja,Folk,Bhakti Vandana,Kumar Khan,https://example.com/music/bhakti-vandana-by-kumar-khan
North India,Baisakhi,Classical,Raga Stuti,Kishori Kulkarni,https://example.com/music/raga-stuti-by-kishori-kulkarni
East India,Bihu,Classical,Devi Rasa,Ustad Bhosle,https://example.com/music/devi-rasa-by-ustad-bhosle
East India,Durga Puja,Classical,Guru Sangeet,Shubha Bhosle,https://example.com/music/guru-sangeet-by-shubha-bhosle
West India,Diwali,Classical,Ganga Kirtan,Pt. Subbulakshmi,https://example.com/music/ganga-kirtan-by-pt.-subbulakshmi
South India,Diwali,Devotional,Anand Katha,Kishori Dey,https://example.com/music/anand-katha-by-kishori-dey
West India,Diwali,Classical,Guru Katha,Pt. Dey,https://example.com/music/guru-katha-by-pt.-dey
South India,Pongal,Folk,Jai Geet,Shubha Subbulakshmi,https://example.com/music/jai-geet-by-shubha-subbulakshmi
East India,Bihu,Classical,Swar Stuti,Kishori Subbulakshmi,https://example.com/music/swar-stuti-by-kishori-subbulakshmi
East India,Durga Puja,Classical,Swar Katha,Pandit Mansur,https://example.com/music/swar-katha-by-pandit-mansur
West India,Diwali,Devotional,Ram Dhwani,Pt. Sharma,https://example.com/music/ram-dhwani-by-pt.-sharma
East India,Bihu,Folk,Ganga Dhun,Shubha Amonkar,https://example.com/music/ganga-dhun-by-shubha-amonkar
East India,Durga Puja,Tribal,Taal Leela,Pandit Kulkarni,https://example.com/music/taal-leela-by-pandit-kulkarni
South India,Diwali,Classical,Shiv Kirtan,Pandit Sharma,https://example.com/music/shiv-kirtan-by-pandit-sharma
West India,Navratri,Devotional,Swar Vandana,Vidushi Amonkar,https://example.com/music/swar-vandana-by-vidushi-amonkar
South India,Pongal,Devotional,Om Vandana,Bhimsen Dey,https://example.com/music/om-vandana-by-bhimsen-dey
South India,Pongal,Folk,Swar Leela,Mallikarjun Sharma,https://example.com/music/swar-leela-by-mallikarjun-sharma
South India,Diwali,Folk,Shiv Stuti,M.S. Khan,https://example.com/music/shiv-stuti-by-m.s.-khan
North India,Baisakhi,Semi-Classical,Anand Malhar,Shubha Khan,https://example.com/music/anand-malhar-by-shubha-khan
North India,Diwali,Folk,Shiv Kirtan,Mallikarjun Khan,https://example.com/music/shiv-kirtan-by-mallikarjun-khan
South India,Pongal,Devotional,Krishna Bhajan,Kumar Dey,https://example.com/music/krishna-bhajan-by-kumar-dey
East India,Bihu,Folk,Ram Dhun,Bhimsen Shankar,https://example.com/music/ram-dhun-by-bhimsen-shankar
East India,Durga Puja,Tribal,Ganga Bhajan,Ravi Shankar,https://example.com/music/ganga-bhajan-by-ravi-shankar
North India,Lohri,Semi-Classical,Swar Rasa,Ravi Gundecha,https://example.com/music/swar-rasa-by-ravi-gundecha
West India,Diwali,Devotional,Swar Tarana,Mallikarjun Subbulakshmi,https://example.com/music/swar-tarana-by-mallikarjun-subbulakshmi
East India,Bihu,Classical,Ganga Dhun,Begum Amonkar,https://example.com/music/ganga-dhun-by-begum-amonkar
West India,Ganesh Chaturthi,Folk,Krishna Kirtan,Kumar Subbulakshmi,https://example.com/music/krishna-kirtan-by-kumar-subbulakshmi
East India,Durga Puja,Folk,Anand Leela,Hari Subbulakshmi,https://example.com/music/anand-leela-by-hari-subbulakshmi
South India,Diwali,Folk,Taal Aarti,Pandit Sharma,https://example.com/music/taal-aarti-by-pandit-sharma
East India,Durga Puja,Folk,Taal Stuti,Hari Bhosle,https://example.com/music/taal-stuti-by-hari-bhosle
West India,Navratri,Folk,Maha Katha,Mallikarjun Mansur,https://example.com/music/maha-katha-by-mallikarjun-mansur
West India,Navratri,Devotional,Raga Sangeet,Begum Subbulakshmi,https://example.com/music/raga-sangeet-by-begum-subbulakshmi
West India,Navratri,Folk,Shri Malhar,Bhimsen Gundecha,https://example.com/music/shri-malhar-by-bhimsen-gundecha
South India,Diwali,Folk,Anand Stuti,Mallikarjun Gundecha,https://example.com/music/anand-stuti-by-mallikarjun-gundecha
South India,Diwali,Classical,Devi Dhwani,Kishori Subbulakshmi,https://example.com/music/devi-dhwani-by-kishori-subbulakshmi
North India,Baisakhi,Classical,Ram Malhar,Ravi Sharma,https://example.com/music/ram-malhar-by-ravi-sharma
West India,Navratri,Classical,Shiv Stuti,Kishori Sharma,https://example.com/music/shiv-stuti-by-kishori-sharma
South India,Pongal,Devotional,Ram Kirtan,Begum Kulkarni,https://example.com/music/ram-kirtan-by-begum-kulkarni
North India,Holi,Bhajan,Anand Malhar,Shubha Joshi,https://example.com/music/anand-malhar-by-shubha-joshi
North India,Baisakhi,Bhajan,Prema Dhun,Begum Joshi,https://example.com/music/prema-dhun-by-begum-joshi
West India,Ganesh Chaturthi,Classical,Maha Rasa,Pandit Gundecha,https://example.com/music/maha-rasa-by-pandit-gundecha
South India,Onam,Classical,Bhakti Rasa,Bhimsen Shankar,https://example.com/music/bhakti-rasa-by-bhimsen-shankar
East India,Bihu,Tribal,Taal Dhun,Kishori Shankar,https://example.com/music/taal-dhun-by-kishori-shankar
North India,Diwali,Classical,Shri Rasa,Pandit Khan,https://example.com/music/shri-rasa-by-pandit-khan
South India,Diwali,Devotional,Om Malhar,Begum Mangeshkar,https://example.com/music/om-malhar-by-begum-mangeshkar
West India,Navratri,Folk,Om Katha,Kishori Bhosle,https://example.com/music/om-katha-by-kishori-bhosle
West India,Ganesh Chaturthi,Folk,Swar Stuti,Pt. Joshi,https://example.com/music/swar-stuti-by-pt.-joshi
East India,Durga Puja,Tribal,Shiv Malhar,Kishori Kulkarni,https://example.com/music/shiv-malhar-by-kishori-kulkarni
West India,Ganesh Chaturthi,Devotional,Guru Geet,Pandit Sharma,https://example.com/music/guru-geet-by-pandit-sharma
South India,Onam,Devotional,Swar Sangeet,Mallikarjun Sharma,https://example.com/music/swar-sangeet-by-mallikarjun-sharma
West India,Navratri,Devotional,Devi Stuti,Ravi Mangeshkar,https://example.com/music/devi-stuti-by-ravi-mangeshkar
West India,Ganesh Chaturthi,Devotional,Om Malhar,Begum Mangeshkar,https://example.com/music/om-malhar-by-begum-mangeshkar
South India,Diwali,Classical,Shiv Dhun,Shubha Khan,https://example.com/music/shiv-dhun-by-shubha-khan
South India,Onam,Classical,Devi Tarana,Ustad Mangeshkar,https://example.com/music/devi-tarana-by-ustad-mangeshkar
East India,Chhath Puja,Classical,Maha Rasa,Ravi Mangeshkar,https://example.com/music/maha-rasa-by-ravi-mangeshkar
West India,Diwali,Classical,Jai Sangeet,Kumar Dey,https://example.com/music/jai-sangeet-by-kumar-dey
West India,Navratri,Classical,Om Dhun,Kumar Amonkar,https://example.com/music/om-dhun-by-kumar-amonkar
South India,Diwali,Folk,Om Katha,Ravi Mansur,https://example.com/music/om-katha-by-ravi-mansur
North India,Diwali,Semi-Classical,Shri Stuti,Ravi Subbulakshmi,https://example.com/music/shri-stuti-by-ravi-subbulakshmi
East India,Durga Puja,Tribal,Guru Kirtan,Bhimsen Dey,https://example.com/music/guru-kirtan-by-bhimsen-dey
South India,Onam,Devotional,Ganga Geet,Bhimsen Gundecha,https://example.com/music/ganga-geet-by-bhimsen-gundecha
North India,Holi,Bhajan,Om Stuti,Kishori Khan,https://example.com/music/om-stuti-by-kishori-khan
South India,Onam,Folk,Om Malhar,Kumar Amonkar,https://example.com/music/om-malhar-by-kumar-amonkar
West India,Diwali,Classical,Prema Malhar,Vidushi Joshi,https://example.com/music/prema-malhar-by-vidushi-joshi
South India,Pongal,Classical,Krishna Katha,Kumar Mangeshkar,https://example.com/music/krishna-katha-by-kumar-mangeshkar
South India,Onam,Folk,Shri Leela,Ustad Bhosle,https://example.com/music/shri-leela-by-ustad-bhosle
South India,Pongal,Classical,Taal Vandana,Kumar Bhosle,https://example.com/music/taal-vandana-by-kumar-bhosle
East India,Durga Puja,Folk,Shri Sangeet,Kishori Bhosle,https://example.com/music/shri-sangeet-by-kishori-bhosle
South India,Onam,Devotional,Swar Dhun,Kishori Kulkarni,https://example.com/music/swar-dhun-by-kishori-kulkarni
South India,Onam,Classical,Devi Malhar,Pandit Mangeshkar,https://example.com/music/devi-malhar-by-pandit-mangeshkar
West India,Diwali,Devotional,Shiv Dhun,Bhimsen Bhosle,https://example.com/music/shiv-dhun-by-bhimsen-bhosle
North India,Diwali,Bhajan,Swar Kirtan,Mallikarjun Dey,https://example.com/music/swar-kirtan-by-mallikarjun-dey
North India,Holi,Bhajan,Swar Aarti,Pandit Bhosle,https://example.com/music/swar-aarti-by-pandit-bhosle
South India,Diwali,Folk,Prema Tarana,Pt. Khan,https://example.com/music/prema-tarana-by-pt.-khan
East India,Bihu,Tribal,Bhakti Tarana,Begum Amonkar,https://example.com/music/bhakti-tarana-by-begum-amonkar
West India,Navratri,Devotional,Krishna Tarana,Ustad Mangeshkar,https://example.com/music/krishna-tarana-by-ustad-mangeshkar
South India,Diwali,Folk,Shri Dhwani,Kishori Amonkar,https://example.com/music/shri-dhwani-by-kishori-amonkar
South India,Pongal,Folk,Om Vandana,Ustad Amonkar,https://example.com/music/om-vandana-by-ustad-amonkar
South India,Onam,Folk,Guru Aarti,Hari Amonkar,https://example.com/music/guru-aarti-by-hari-amonkar
West India,Diwali,Devotional,Ram Sangeet,Mallikarjun Kulkarni,https://example.com/music/ram-sangeet-by-mallikarjun-kulkarni
West India,Ganesh Chaturthi,Devotional,Krishna Katha,Pt. Shankar,https://example.com/music/krishna-katha-by-pt.-shankar
North India,Baisakhi,Classical,Guru Vandana,Kishori Subbulakshmi,https://example.com/music/guru-vandana-by-kishori-subbulakshmi
West India,Diwali,Devotional,Taal Aarti,Kumar Khan,https://example.com/music/taal-aarti-by-kumar-khan
West India,Ganesh Chaturthi,Folk,Ram Katha,Ravi Subbulakshmi,https://example.com/music/ram-katha-by-ravi-subbulakshmi
South India,Pongal,Classical,Shri Katha,Hari Sharma,https://example.com/music/shri-katha-by-hari-sharma
West India,Ganesh Chaturthi,Classical,Guru Kirtan,Pt. Bhosle,https://example.com/music/guru-kirtan-by-pt.-bhosle
East India,Bihu,Folk,Raga Kirtan,Hari Mansur,https://example.com/music/raga-kirtan-by-hari-mansur
North India,Baisakhi,Folk,Taal Bhajan,Shubha Shankar,https://example.com/music/taal-bhajan-by-shubha-shankar
East India,Bihu,Folk,Prema Rasa,Pt. Shankar,https://example.com/music/prema-rasa-by-pt.-shankar
North India,Baisakhi,Classical,Krishna Kirtan,Kumar Sharma,https://example.com/music/krishna-kirtan-by-kumar-sharma
West India,Diwali,Folk,Taal Sangeet,Vidushi Khan,https://example.com/music/taal-sangeet-by-vidushi-khan
West India,Ganesh Chaturthi,Devotional,Shiv Vandana,Kishori Kulkarni,https://example.com/music/shiv-vandana-by-kishori-kulkarni
East India,Bihu,Classical,Guru Tarana,Ustad Sharma,https://example.com/music/guru-tarana-by-ustad-sharma
West India,Diwali,Folk,Maha Dhwani,Bhimsen Amonkar,https://example.com/music/maha-dhwani-by-bhimsen-amonkar
North India,Lohri,Classical,Taal Malhar,Mallikarjun Kulkarni,https://example.com/music/taal-malhar-by-mallikarjun-kulkarni
East India,Bihu,Classical,Maha Dhun,Hari Kulkarni,https://example.com/music/maha-dhun-by-hari-kulkarni
South India,Pongal,Classical,Swar Dhun,Bhimsen Shankar,https://example.com/music/swar-dhun-by-bhimsen-shankar
South India,Diwali,Devotional,Prema Bhajan,M.S. Shankar,https://example.com/music/prema-bhajan-by-m.s.-shankar
West India,Navratri,Devotional,Anand Leela,Kishori Joshi,https://example.com/music/anand-leela-by-kishori-joshi
North India,Lohri,Bhajan,Krishna Katha,Ustad Mansur,https://example.com/music/krishna-katha-by-ustad-mansur
South India,Pongal,Devotional,Ganga Katha,Ustad Kulkarni,https://example.com/music/ganga-katha-by-ustad-kulkarni
East India,Durga Puja,Classical,Om Stuti,Pandit Subbulakshmi,https://example.com/music/om-stuti-by-pandit-subbulakshmi
West India,Diwali,Classical,Guru Dhun,Hari Khan,https://example.com/music/guru-dhun-by-hari-khan
South India,Pongal,Devotional,Raga Kirtan,Ravi Joshi,https://example.com/music/raga-kirtan-by-ravi-joshi
South India,Diwali,Folk,Anand Vandana,Hari Bhosle,https://example.com/music/anand-vandana-by-hari-bhosle
South India,Diwali,Folk,Om Tarana,Kumar Bhosle,https://example.com/music/om-tarana-by-kumar-bhosle
East India,Chhath Puja,Tribal,Anand Kirtan,Pt. Mansur,https://example.com/music/anand-kirtan-by-pt.-mansur
South India,Onam,Classical,Prema Dhun,Bhimsen Subbulakshmi,https://example.com/music/prema-dhun-by-bhimsen-subbulakshmi
South India,Onam,Folk,Krishna Aarti,Ustad Khan,https://example.com/music/krishna-aarti-by-ustad-khan
West India,Navratri,Devotional,Ganga Aarti,Bhimsen Dey,https://example.com/music/ganga-aarti-by-bhimsen-dey
